issue_no,actor,event,event_id,created_at
5432,ddobric,subscribed,3913916135,2020-10-23 13:21:28
5432,ddobric,mentioned,3913916133,2020-10-23 13:21:28
5428,patricia-ikosoft,subscribed,3912442600,2020-10-23 07:11:11
5428,patricia-ikosoft,mentioned,3912442598,2020-10-23 07:11:11
5336,harishsk,subscribed,3911975723,2020-10-23 03:44:11
5336,harishsk,mentioned,3911975720,2020-10-23 03:44:10
5336,rs22,subscribed,3911975719,2020-10-23 03:44:10
5336,rs22,mentioned,3911975715,2020-10-23 03:44:10
5452,mstfbl,labeled,3911953174,2020-10-23 03:32:10
5452,galeese,subscribed,3911953003,2020-10-23 03:32:04
5452,galeese,mentioned,3911953000,2020-10-23 03:32:04
5443,scyentyfyc,subscribed,3911679687,2020-10-23 01:00:39
5443,scyentyfyc,mentioned,3911679679,2020-10-23 01:00:39
5443,mstfbl,closed,3911679656,2020-10-23 01:00:37
5450,WEMAPP,subscribed,3911356258,2020-10-22 22:17:37
5450,WEMAPP,mentioned,3911356257,2020-10-22 22:17:36
5450,mstfbl,closed,3911356251,2020-10-22 22:17:36
5450,mstfbl,labeled,3911337305,2020-10-22 22:10:07
5450,mstfbl,labeled,3911337302,2020-10-22 22:10:07
5449,mstfbl,labeled,3911336079,2020-10-22 22:09:41
5449,mstfbl,labeled,3911335900,2020-10-22 22:09:37
5449,Gaopeng-Bai,subscribed,3911335507,2020-10-22 22:09:28
5449,Gaopeng-Bai,mentioned,3911335506,2020-10-22 22:09:28
5336,frank-dong-ms,unlabeled,3911314430,2020-10-22 22:01:38
5449,mstfbl,assigned,3911310419,2020-10-22 22:00:15
5450,mstfbl,assigned,3911310103,2020-10-22 22:00:10
5452,mstfbl,assigned,3911309832,2020-10-22 22:00:05
5336,harishsk,subscribed,3911305116,2020-10-22 21:58:17
5336,harishsk,mentioned,3911305112,2020-10-22 21:58:16
5336,rs22,subscribed,3911305108,2020-10-22 21:58:16
5336,rs22,mentioned,3911305103,2020-10-22 21:58:16
5451,justinormont,subscribed,3911297473,2020-10-22 21:55:39
5451,justinormont,mentioned,3911297468,2020-10-22 21:55:39
5451,mstfbl,closed,3911297450,2020-10-22 21:55:39
5451,galeese,subscribed,3910745914,2020-10-22 19:16:49
5451,galeese,mentioned,3910745906,2020-10-22 19:16:49
5447,mstfbl,subscribed,3910182989,2020-10-22 17:02:10
5447,mstfbl,mentioned,3910182984,2020-10-22 17:02:10
4449,Gaopeng-Bai,subscribed,3908861165,2020-10-22 12:44:43
4449,Gaopeng-Bai,mentioned,3908861157,2020-10-22 12:44:42
4449,Gaopeng-Bai,subscribed,3907948740,2020-10-22 09:08:14
4449,Gaopeng-Bai,mentioned,3907948728,2020-10-22 09:08:14
5447,mstfbl,subscribed,3907681796,2020-10-22 08:10:40
5447,mstfbl,mentioned,3907681786,2020-10-22 08:10:40
5336,rs22,subscribed,3907407292,2020-10-22 07:02:33
5336,rs22,mentioned,3907407286,2020-10-22 07:02:33
5447,mstfbl,labeled,3907353137,2020-10-22 06:46:33
5447,gharibkhani,subscribed,3907352314,2020-10-22 06:46:19
5447,gharibkhani,mentioned,3907352308,2020-10-22 06:46:19
5447,mstfbl,assigned,3907302025,2020-10-22 06:31:27
3903,tsustun,subscribed,3906912273,2020-10-22 03:51:16
3903,tsustun,mentioned,3906912271,2020-10-22 03:51:16
5446,mstfbl,labeled,3906461370,2020-10-22 00:18:49
5446,mstfbl,labeled,3906461369,2020-10-22 00:18:49
5446,mstfbl,assigned,3906459402,2020-10-22 00:17:52
5446,bsambrone,subscribed,3906390885,2020-10-21 23:48:04
5446,bsambrone,mentioned,3906390880,2020-10-21 23:48:04
5428,patricia-ikosoft,subscribed,3906140597,2020-10-21 22:02:15
